ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
PHL,Philippines,total,Sanitation,2018,7.83198,2194029.9352,No service
PHL,Philippines,primary,Sanitation,2018,8,1053881.68,No service
PHL,Philippines,secondary,Sanitation,2018,7,879731.09,No service
PHL,Philippines,total,Drinking water,2018,36.27842,10162941.8795,No service
PHL,Philippines,primary,Drinking water,2018,37.01588,4876294.89507,No service
PHL,Philippines,secondary,Drinking water,2018,32.91925,4137155.01904,No service
PHL,Philippines,total,Hygiene,2019,57.05885,16113676.07286,Basic service
PHL,Philippines,primary,Hygiene,2019,58.51991,7788130.20752,Basic service
PHL,Philippines,secondary,Hygiene,2019,49.86078,6302615.11395,Basic service
PHL,Philippines,total,Sanitation,2019,62.67175,17698786.50144,Basic service
PHL,Philippines,primary,Sanitation,2019,58.12748,7735904.06518,Basic service
PHL,Philippines,secondary,Sanitation,2019,83.15412,10511034.595,Basic service
PHL,Philippines,total,Drinking water,2019,43.57569,12305973.16236,Basic service
PHL,Philippines,primary,Drinking water,2019,42.91693,5711605.9515,Basic service
PHL,Philippines,secondary,Drinking water,2019,46.52407,5880840.15767,Basic service
PHL,Philippines,total,Hygiene,2019,0,0,Insufficient data
PHL,Philippines,pre_primary,Hygiene,2019,100,2291513,Insufficient data
PHL,Philippines,primary,Hygiene,2019,0,0,Insufficient data
PHL,Philippines,rural,Hygiene,2019,100,14925362,Insufficient data
PHL,Philippines,secondary,Hygiene,2019,0,0,Insufficient data
PHL,Philippines,urban,Hygiene,2019,100,13315090,Insufficient data
PHL,Philippines,total,Sanitation,2019,0,0,Insufficient data
PHL,Philippines,pre_primary,Sanitation,2019,100,2291513,Insufficient data
PHL,Philippines,primary,Sanitation,2019,0,0,Insufficient data
PHL,Philippines,rural,Sanitation,2019,100,14925362,Insufficient data
PHL,Philippines,secondary,Sanitation,2019,0,0,Insufficient data
PHL,Philippines,urban,Sanitation,2019,100,13315090,Insufficient data
PHL,Philippines,total,Drinking water,2019,0,0,Insufficient data
PHL,Philippines,pre_primary,Drinking water,2019,100,2291513,Insufficient data
PHL,Philippines,primary,Drinking water,2019,0,0,Insufficient data
PHL,Philippines,rural,Drinking water,2019,100,14925362,Insufficient data
PHL,Philippines,secondary,Drinking water,2019,0,0,Insufficient data
PHL,Philippines,urban,Drinking water,2019,100,13315090,Insufficient data
PHL,Philippines,total,Hygiene,2019,11.48486,3243377.45435,Limited service
PHL,Philippines,primary,Hygiene,2019,10.32671,1374332.04801,Limited service
PHL,Philippines,secondary,Hygiene,2019,17.24566,2179925.22928,Limited service
PHL,Philippines,total,Sanitation,2019,29.49627,8329879.2143,Limited service
PHL,Philippines,primary,Sanitation,2019,33.87252,4507928.81482,Limited service
PHL,Philippines,secondary,Sanitation,2019,9.84588,1244561.58538,Limited service
PHL,Philippines,total,Drinking water,2019,23.51241,6640010.4026,Limited service
PHL,Philippines,primary,Drinking water,2019,23.61024,3142172.24356,Limited service
PHL,Philippines,secondary,Drinking water,2019,23.06224,2915165.58845,Limited service
PHL,Philippines,total,Hygiene,2019,31.45629,8883398.47278,No service
PHL,Philippines,primary,Hygiene,2019,31.15338,4146051.74447,No service
PHL,Philippines,secondary,Hygiene,2019,32.89356,4157885.65677,No service
PHL,Philippines,total,Sanitation,2019,7.83198,2211786.28483,No service
PHL,Philippines,primary,Sanitation,2019,8,1064681.12,No service
PHL,Philippines,secondary,Sanitation,2019,7,884829.82,No service
PHL,Philippines,total,Drinking water,2019,32.9119,9294468.43504,No service
PHL,Philippines,primary,Drinking water,2019,33.47283,4454735.80494,No service
PHL,Philippines,secondary,Drinking water,2019,30.41369,3844420.25388,No service
PHL,Philippines,total,Hygiene,2020,59.04642,16803345.74015,Basic service
PHL,Philippines,primary,Hygiene,2020,61.02424,8205694.96827,Basic service
PHL,Philippines,secondary,Hygiene,2020,50.91576,6473941.34007,Basic service
PHL,Philippines,total,Sanitation,2020,68.26064,19425516.22591,Basic service
PHL,Philippines,primary,Sanitation,2020,64.09552,8618678.20019,Basic service
PHL,Philippines,secondary,Sanitation,2020,86.65712,11018457.86248,Basic service
PHL,Philippines,total,Drinking water,2020,44.24808,12592055.87088,Basic service
PHL,Philippines,primary,Drinking water,2020,43.76072,5884335.50929,Basic service
PHL,Philippines,secondary,Drinking water,2020,46.33837,5891926.94031,Basic service
PHL,Philippines,total,Hygiene,2020,0,0,Insufficient data
PHL,Philippines,pre_primary,Hygiene,2020,100,2296236,Insufficient data
PHL,Philippines,primary,Hygiene,2020,0,0,Insufficient data
PHL,Philippines,rural,Hygiene,2020,100,14966556,Insufficient data
PHL,Philippines,secondary,Hygiene,2020,0,0,Insufficient data
PHL,Philippines,urban,Hygiene,2020,100,13491302,Insufficient data
PHL,Philippines,total,Sanitation,2020,0,0,Insufficient data
PHL,Philippines,pre_primary,Sanitation,2020,100,2296236,Insufficient data
PHL,Philippines,primary,Sanitation,2020,0,0,Insufficient data
PHL,Philippines,rural,Sanitation,2020,100,14966556,Insufficient data
PHL,Philippines,secondary,Sanitation,2020,0,0,Insufficient data
PHL,Philippines,urban,Sanitation,2020,100,13491302,Insufficient data
PHL,Philippines,total,Drinking water,2020,0,0,Insufficient data
PHL,Philippines,pre_primary,Drinking water,2020,100,2296236,Insufficient data
PHL,Philippines,primary,Drinking water,2020,0,0,Insufficient data
PHL,Philippines,rural,Drinking water,2020,100,14966556,Insufficient data
PHL,Philippines,secondary,Drinking water,2020,0,0,Insufficient data
PHL,Philippines,urban,Drinking water,2020,100,13491302,Insufficient data
PHL,Philippines,total,Hygiene,2020,14.60419,4156040.99546,Limited service
PHL,Philippines,primary,Hygiene,2020,13.06197,1756392.3657,Limited service
PHL,Philippines,secondary,Hygiene,2020,20.65729,2626575.11746,Limited service
PHL,Philippines,total,Sanitation,2020,23.90738,6803528.29745,Limited service
PHL,Philippines,primary,Sanitation,2020,27.90448,3752208.51981,Limited service
PHL,Philippines,secondary,Sanitation,2020,6.34288,806497.71689,Limited service
PHL,Philippines,total,Drinking water,2020,26.20655,7457822.72309,Limited service
PHL,Philippines,primary,Drinking water,2020,26.30951,3537739.01112,Limited service
PHL,Philippines,secondary,Drinking water,2020,25.75349,3274557.73259,Limited service
PHL,Philippines,total,Hygiene,2020,26.34939,7498471.26439,No service
PHL,Philippines,primary,Hygiene,2020,25.9138,3484528.66604,No service
PHL,Philippines,secondary,Hygiene,2020,28.42696,3614489.54247,No service
PHL,Philippines,total,Sanitation,2020,7.83198,2228813.47721,No service
PHL,Philippines,primary,Sanitation,2020,8,1075729.28,No service
PHL,Philippines,secondary,Sanitation,2020,7,890050.42,No service
PHL,Philippines,total,Drinking water,2020,29.54537,8407979.40603,No service
PHL,Philippines,primary,Drinking water,2020,29.92977,4024541.47959,No service
PHL,Philippines,secondary,Drinking water,2020,27.90814,3548521.3271,No service
PHL,Philippines,total,Hygiene,2021,61.03399,16467458.62822,Basic service
PHL,Philippines,primary,Hygiene,2021,63.52857,8538344.97243,Basic service
PHL,Philippines,secondary,Hygiene,2021,51.97073,5846592.23144,Basic service
PHL,Philippines,total,Sanitation,2021,73.84953,19925193.43713,Basic service
PHL,Philippines,primary,Sanitation,2021,70.06355,9416658.02089,Basic service
PHL,Philippines,secondary,Sanitation,2021,90.16012,10142814.35526,Basic service
PHL,Philippines,total,Drinking water,2021,44.92047,12119901.06894,Basic service
PHL,Philippines,primary,Drinking water,2021,44.6045,5994918.93352,Basic service
PHL,Philippines,secondary,Drinking water,2021,46.15268,5192074.54083,Basic service
PHL,Philippines,total,Hygiene,2021,0,0,Insufficient data
PHL,Philippines,pre_primary,Hygiene,2021,100,2290856,Insufficient data
PHL,Philippines,primary,Hygiene,2021,0,0,Insufficient data
PHL,Philippines,rural,Hygiene,2021,100,14115276,Insufficient data
PHL,Philippines,secondary,Hygiene,2021,0,0,Insufficient data
PHL,Philippines,urban,Hygiene,2021,100,12865524,Insufficient data
PHL,Philippines,total,Sanitation,2021,0,0,Insufficient data
PHL,Philippines,pre_primary,Sanitation,2021,100,2290856,Insufficient data
PHL,Philippines,primary,Sanitation,2021,0,0,Insufficient data
PHL,Philippines,rural,Sanitation,2021,100,14115276,Insufficient data
PHL,Philippines,secondary,Sanitation,2021,0,0,Insufficient data
PHL,Philippines,urban,Sanitation,2021,100,12865524,Insufficient data
PHL,Philippines,total,Drinking water,2021,0,0,Insufficient data
PHL,Philippines,pre_primary,Drinking water,2021,100,2290856,Insufficient data
PHL,Philippines,primary,Drinking water,2021,0,0,Insufficient data
PHL,Philippines,rural,Drinking water,2021,100,14115276,Insufficient data
PHL,Philippines,secondary,Drinking water,2021,0,0,Insufficient data
PHL,Philippines,urban,Drinking water,2021,100,12865524,Insufficient data
PHL,Philippines,total,Hygiene,2021,17.72353,4781949.00048,Limited service
PHL,Philippines,primary,Hygiene,2021,15.79722,2123172.36559,Limited service
PHL,Philippines,secondary,Hygiene,2021,24.06891,2707699.04209,Limited service
PHL,Philippines,total,Sanitation,2021,18.31849,4942475.95934,Limited service
PHL,Philippines,primary,Sanitation,2021,21.93645,2948294.69911,Limited service
PHL,Philippines,secondary,Sanitation,2021,2.83988,319480.1144,Limited service
PHL,Philippines,total,Drinking water,2021,28.90069,7797637.68589,Limited service
PHL,Philippines,primary,Drinking water,2021,29.00878,3898828.49704,Limited service
PHL,Philippines,secondary,Drinking water,2021,28.44474,3199970.08563,Limited service
PHL,Philippines,total,Hygiene,2021,21.24248,5731392.3713,No service
PHL,Philippines,primary,Hygiene,2021,20.67421,2778648.66198,No service
PHL,Philippines,secondary,Hygiene,2021,23.96036,2695487.72648,No service
PHL,Philippines,total,Sanitation,2021,7.83198,2113130.60406,No service
PHL,Philippines,primary,Sanitation,2021,8,1075213.28,No service
PHL,Philippines,secondary,Sanitation,2021,7,787484.53,No service
PHL,Philippines,total,Drinking water,2021,26.17884,7063261.24786,No service
PHL,Philippines,primary,Drinking water,2021,26.38672,3546418.56944,No service
PHL,Philippines,secondary,Drinking water,2021,25.40258,2857734.37354,No service
PRK,Democratic People's Republic of Korea,total,Hygiene,2018,100,4615152,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Hygiene,2018,100,659782,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Hygiene,2018,100,1688133,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Hygiene,2018,100,1758419,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Hygiene,2018,100,2267237,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Hygiene,2018,100,2856733,Insufficient data
PRK,Democratic People's Republic of Korea,total,Sanitation,2018,100,4615152,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Sanitation,2018,100,659782,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Sanitation,2018,100,1688133,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Sanitation,2018,100,1758419,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Sanitation,2018,100,2267237,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Sanitation,2018,100,2856733,Insufficient data
PRK,Democratic People's Republic of Korea,total,Drinking water,2018,100,4615152,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Drinking water,2018,100,659782,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Drinking water,2018,100,1688133,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Drinking water,2018,100,1758419,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Drinking water,2018,100,2267237,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Drinking water,2018,100,2856733,Insufficient data
PRK,Democratic People's Republic of Korea,total,Hygiene,2019,100,4565560,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Hygiene,2019,100,667616,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Hygiene,2019,100,1667012,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Hygiene,2019,100,1728795,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Hygiene,2019,100,2230932,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Hygiene,2019,100,2836765,Insufficient data
PRK,Democratic People's Republic of Korea,total,Sanitation,2019,100,4565560,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Sanitation,2019,100,667616,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Sanitation,2019,100,1667012,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Sanitation,2019,100,1728795,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Sanitation,2019,100,2230932,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Sanitation,2019,100,2836765,Insufficient data
PRK,Democratic People's Republic of Korea,total,Drinking water,2019,100,4565560,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Drinking water,2019,100,667616,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Drinking water,2019,100,1667012,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Drinking water,2019,100,1728795,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Drinking water,2019,100,2230932,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Drinking water,2019,100,2836765,Insufficient data
PRK,Democratic People's Republic of Korea,total,Hygiene,2020,100,4521897,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Hygiene,2020,100,676000,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Hygiene,2020,100,1660392,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Hygiene,2020,100,1701093,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Hygiene,2020,100,2185505,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Hygiene,2020,100,2820805,Insufficient data
PRK,Democratic People's Republic of Korea,total,Sanitation,2020,100,4521897,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Sanitation,2020,100,676000,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Sanitation,2020,100,1660392,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Sanitation,2020,100,1701093,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Sanitation,2020,100,2185505,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Sanitation,2020,100,2820805,Insufficient data
PRK,Democratic People's Republic of Korea,total,Drinking water,2020,100,4521897,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Drinking water,2020,100,676000,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Drinking water,2020,100,1660392,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Drinking water,2020,100,1701093,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Drinking water,2020,100,2185505,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Drinking water,2020,100,2820805,Insufficient data
PRK,Democratic People's Republic of Korea,total,Hygiene,2021,100,4630067,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Hygiene,2021,100,635005,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Hygiene,2021,100,1702922,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Hygiene,2021,100,1729701,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Hygiene,2021,100,2292140,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Hygiene,2021,100,2900367,Insufficient data
PRK,Democratic People's Republic of Korea,total,Sanitation,2021,100,4630067,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Sanitation,2021,100,635005,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Sanitation,2021,100,1702922,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Sanitation,2021,100,1729701,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Sanitation,2021,100,2292140,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Sanitation,2021,100,2900367,Insufficient data
PRK,Democratic People's Republic of Korea,total,Drinking water,2021,100,4630067,Insufficient data
PRK,Democratic People's Republic of Korea,pre_primary,Drinking water,2021,100,635005,Insufficient data
PRK,Democratic People's Republic of Korea,primary,Drinking water,2021,100,1702922,Insufficient data
PRK,Democratic People's Republic of Korea,rural,Drinking water,2021,100,1729701,Insufficient data
PRK,Democratic People's Republic of Korea,secondary,Drinking water,2021,100,2292140,Insufficient data
PRK,Democratic People's Republic of Korea,urban,Drinking water,2021,100,2900367,Insufficient data
SGP,Singapore,total,Hygiene,2018,100,503034,Basic service
SGP,Singapore,primary,Hygiene,2018,100,232943,Basic service
SGP,Singapore,secondary,Hygiene,2018,100,157504,Basic service
SGP,Singapore,urban,Hygiene,2018,100,503034,Basic service
SGP,Singapore,total,Sanitation,2018,100,503034,Basic service
SGP,Singapore,primary,Sanitation,2018,100,232943,Basic service
SGP,Singapore,secondary,Sanitation,2018,100,157504,Basic service
SGP,Singapore,urban,Sanitation,2018,100,503034,Basic service
SGP,Singapore,total,Drinking water,2018,100,503034,Basic service
SGP,Singapore,primary,Drinking water,2018,100,232943,Basic service
SGP,Singapore,secondary,Drinking water,2018,100,157504,Basic service
SGP,Singapore,urban,Drinking water,2018,100,503034,Basic service
SGP,Singapore,total,Hygiene,2018,0,0,Insufficient data
SGP,Singapore,pre_primary,Hygiene,2018,100,112587,Insufficient data
SGP,Singapore,primary,Hygiene,2018,0,0,Insufficient data
SGP,Singapore,rural,Hygiene,2018,100,0,Insufficient data
SGP,Singapore,secondary,Hygiene,2018,0,0,Insufficient data
SGP,Singapore,urban,Hygiene,2018,0,0,Insufficient data
SGP,Singapore,total,Sanitation,2018,0,0,Insufficient data
SGP,Singapore,pre_primary,Sanitation,2018,100,112587,Insufficient data
SGP,Singapore,primary,Sanitation,2018,0,0,Insufficient data
SGP,Singapore,rural,Sanitation,2018,100,0,Insufficient data
SGP,Singapore,secondary,Sanitation,2018,0,0,Insufficient data
SGP,Singapore,urban,Sanitation,2018,0,0,Insufficient data
SGP,Singapore,total,Drinking water,2018,0,0,Insufficient data
SGP,Singapore,pre_primary,Drinking water,2018,100,112587,Insufficient data
SGP,Singapore,primary,Drinking water,2018,0,0,Insufficient data
SGP,Singapore,rural,Drinking water,2018,100,0,Insufficient data
SGP,Singapore,secondary,Drinking water,2018,0,0,Insufficient data
SGP,Singapore,urban,Drinking water,2018,0,0,Insufficient data
SGP,Singapore,total,Hygiene,2018,0,0,Limited service
SGP,Singapore,primary,Hygiene,2018,0,0,Limited service
SGP,Singapore,secondary,Hygiene,2018,0,0,Limited service
SGP,Singapore,urban,Hygiene,2018,0,0,Limited service
SGP,Singapore,total,Sanitation,2018,0,0,Limited service
SGP,Singapore,primary,Sanitation,2018,0,0,Limited service
SGP,Singapore,secondary,Sanitation,2018,0,0,Limited service
SGP,Singapore,urban,Sanitation,2018,0,0,Limited service
SGP,Singapore,total,Drinking water,2018,0,0,Limited service
SGP,Singapore,primary,Drinking water,2018,0,0,Limited service
SGP,Singapore,secondary,Drinking water,2018,0,0,Limited service
SGP,Singapore,urban,Drinking water,2018,0,0,Limited service
SGP,Singapore,total,Hygiene,2018,0,0,No service
SGP,Singapore,primary,Hygiene,2018,0,0,No service
SGP,Singapore,secondary,Hygiene,2018,0,0,No service
SGP,Singapore,urban,Hygiene,2018,0,0,No service
SGP,Singapore,total,Sanitation,2018,0,0,No service
SGP,Singapore,primary,Sanitation,2018,0,0,No service
SGP,Singapore,secondary,Sanitation,2018,0,0,No service
SGP,Singapore,urban,Sanitation,2018,0,0,No service
SGP,Singapore,total,Drinking water,2018,0,0,No service
SGP,Singapore,primary,Drinking water,2018,0,0,No service
SGP,Singapore,secondary,Drinking water,2018,0,0,No service
SGP,Singapore,urban,Drinking water,2018,0,0,No service
SGP,Singapore,total,Hygiene,2019,100,503326,Basic service
SGP,Singapore,primary,Hygiene,2019,100,233331,Basic service
SGP,Singapore,secondary,Hygiene,2019,100,157032,Basic service
SGP,Singapore,urban,Hygiene,2019,100,503326,Basic service
SGP,Singapore,total,Sanitation,2019,100,503326,Basic service
SGP,Singapore,primary,Sanitation,2019,100,233331,Basic service
SGP,Singapore,secondary,Sanitation,2019,100,157032,Basic service
SGP,Singapore,urban,Sanitation,2019,100,503326,Basic service
SGP,Singapore,total,Drinking water,2019,100,503326,Basic service
SGP,Singapore,primary,Drinking water,2019,100,233331,Basic service
SGP,Singapore,secondary,Drinking water,2019,100,157032,Basic service
SGP,Singapore,urban,Drinking water,2019,100,503326,Basic service
SGP,Singapore,total,Hygiene,2019,0,0,Insufficient data
SGP,Singapore,pre_primary,Hygiene,2019,100,112963,Insufficient data
SGP,Singapore,primary,Hygiene,2019,0,0,Insufficient data
SGP,Singapore,rural,Hygiene,2019,100,0,Insufficient data
SGP,Singapore,secondary,Hygiene,2019,0,0,Insufficient data
SGP,Singapore,urban,Hygiene,2019,0,0,Insufficient data
SGP,Singapore,total,Sanitation,2019,0,0,Insufficient data
SGP,Singapore,pre_primary,Sanitation,2019,100,112963,Insufficient data
SGP,Singapore,primary,Sanitation,2019,0,0,Insufficient data
SGP,Singapore,rural,Sanitation,2019,100,0,Insufficient data
SGP,Singapore,secondary,Sanitation,2019,0,0,Insufficient data
SGP,Singapore,urban,Sanitation,2019,0,0,Insufficient data
SGP,Singapore,total,Drinking water,2019,0,0,Insufficient data
SGP,Singapore,pre_primary,Drinking water,2019,100,112963,Insufficient data
SGP,Singapore,primary,Drinking water,2019,0,0,Insufficient data
SGP,Singapore,rural,Drinking water,2019,100,0,Insufficient data
SGP,Singapore,secondary,Drinking water,2019,0,0,Insufficient data
SGP,Singapore,urban,Drinking water,2019,0,0,Insufficient data
SGP,Singapore,total,Hygiene,2019,0,0,Limited service
SGP,Singapore,primary,Hygiene,2019,0,0,Limited service
SGP,Singapore,secondary,Hygiene,2019,0,0,Limited service
SGP,Singapore,urban,Hygiene,2019,0,0,Limited service
SGP,Singapore,total,Sanitation,2019,0,0,Limited service
SGP,Singapore,primary,Sanitation,2019,0,0,Limited service
SGP,Singapore,secondary,Sanitation,2019,0,0,Limited service
SGP,Singapore,urban,Sanitation,2019,0,0,Limited service
SGP,Singapore,total,Drinking water,2019,0,0,Limited service
SGP,Singapore,primary,Drinking water,2019,0,0,Limited service
SGP,Singapore,secondary,Drinking water,2019,0,0,Limited service
SGP,Singapore,urban,Drinking water,2019,0,0,Limited service
SGP,Singapore,total,Hygiene,2019,0,0,No service
SGP,Singapore,primary,Hygiene,2019,0,0,No service
SGP,Singapore,secondary,Hygiene,2019,0,0,No service
SGP,Singapore,urban,Hygiene,2019,0,0,No service
SGP,Singapore,total,Sanitation,2019,0,0,No service
SGP,Singapore,primary,Sanitation,2019,0,0,No service
SGP,Singapore,secondary,Sanitation,2019,0,0,No service
SGP,Singapore,urban,Sanitation,2019,0,0,No service
SGP,Singapore,total,Drinking water,2019,0,0,No service
SGP,Singapore,primary,Drinking water,2019,0,0,No service
SGP,Singapore,secondary,Drinking water,2019,0,0,No service
SGP,Singapore,urban,Drinking water,2019,0,0,No service
SGP,Singapore,total,Hygiene,2020,100,504750,Basic service
SGP,Singapore,primary,Hygiene,2020,100,233648,Basic service
SGP,Singapore,secondary,Hygiene,2020,100,159990,Basic service
SGP,Singapore,urban,Hygiene,2020,100,504750,Basic service
SGP,Singapore,total,Sanitation,2020,100,504750,Basic service
SGP,Singapore,primary,Sanitation,2020,100,233648,Basic service
SGP,Singapore,secondary,Sanitation,2020,100,159990,Basic service
SGP,Singapore,urban,Sanitation,2020,100,504750,Basic service
SGP,Singapore,total,Drinking water,2020,100,504750,Basic service
SGP,Singapore,primary,Drinking water,2020,100,233648,Basic service
SGP,Singapore,secondary,Drinking water,2020,100,159990,Basic service
SGP,Singapore,urban,Drinking water,2020,100,504750,Basic service
SGP,Singapore,total,Hygiene,2020,0,0,Insufficient data
SGP,Singapore,pre_primary,Hygiene,2020,100,111113,Insufficient data
SGP,Singapore,primary,Hygiene,2020,0,0,Insufficient data
SGP,Singapore,rural,Hygiene,2020,100,0,Insufficient data
SGP,Singapore,secondary,Hygiene,2020,0,0,Insufficient data
SGP,Singapore,urban,Hygiene,2020,0,0,Insufficient data
SGP,Singapore,total,Sanitation,2020,0,0,Insufficient data
SGP,Singapore,pre_primary,Sanitation,2020,100,111113,Insufficient data
SGP,Singapore,primary,Sanitation,2020,0,0,Insufficient data
SGP,Singapore,rural,Sanitation,2020,100,0,Insufficient data
SGP,Singapore,secondary,Sanitation,2020,0,0,Insufficient data
SGP,Singapore,urban,Sanitation,2020,0,0,Insufficient data
SGP,Singapore,total,Drinking water,2020,0,0,Insufficient data
SGP,Singapore,pre_primary,Drinking water,2020,100,111113,Insufficient data
SGP,Singapore,primary,Drinking water,2020,0,0,Insufficient data
SGP,Singapore,rural,Drinking water,2020,100,0,Insufficient data
SGP,Singapore,secondary,Drinking water,2020,0,0,Insufficient data
SGP,Singapore,urban,Drinking water,2020,0,0,Insufficient data
SGP,Singapore,total,Hygiene,2020,0,0,Limited service
SGP,Singapore,primary,Hygiene,2020,0,0,Limited service
SGP,Singapore,secondary,Hygiene,2020,0,0,Limited service
SGP,Singapore,urban,Hygiene,2020,0,0,Limited service
SGP,Singapore,total,Sanitation,2020,0,0,Limited service
SGP,Singapore,primary,Sanitation,2020,0,0,Limited service
SGP,Singapore,secondary,Sanitation,2020,0,0,Limited service
SGP,Singapore,urban,Sanitation,2020,0,0,Limited service
SGP,Singapore,total,Drinking water,2020,0,0,Limited service
SGP,Singapore,primary,Drinking water,2020,0,0,Limited service
SGP,Singapore,secondary,Drinking water,2020,0,0,Limited service
SGP,Singapore,urban,Drinking water,2020,0,0,Limited service
SGP,Singapore,total,Hygiene,2020,0,0,No service
SGP,Singapore,primary,Hygiene,2020,0,0,No service
SGP,Singapore,secondary,Hygiene,2020,0,0,No service
SGP,Singapore,urban,Hygiene,2020,0,0,No service
SGP,Singapore,total,Sanitation,2020,0,0,No service
SGP,Singapore,primary,Sanitation,2020,0,0,No service
SGP,Singapore,secondary,Sanitation,2020,0,0,No service
SGP,Singapore,urban,Sanitation,2020,0,0,No service
SGP,Singapore,total,Drinking water,2020,0,0,No service
SGP,Singapore,primary,Drinking water,2020,0,0,No service
SGP,Singapore,secondary,Drinking water,2020,0,0,No service
SGP,Singapore,urban,Drinking water,2020,0,0,No service
SGP,Singapore,total,Hygiene,2021,100,504750,Basic service
SGP,Singapore,primary,Hygiene,2021,100,233648,Basic service
SGP,Singapore,secondary,Hygiene,2021,100,159990,Basic service
SGP,Singapore,urban,Hygiene,2021,100,504750,Basic service
SGP,Singapore,total,Sanitation,2021,100,504750,Basic service
SGP,Singapore,primary,Sanitation,2021,100,233648,Basic service
SGP,Singapore,secondary,Sanitation,2021,100,159990,Basic service
SGP,Singapore,urban,Sanitation,2021,100,504750,Basic service
SGP,Singapore,total,Drinking water,2021,100,504750,Basic service
SGP,Singapore,primary,Drinking water,2021,100,233648,Basic service
SGP,Singapore,secondary,Drinking water,2021,100,159990,Basic service
SGP,Singapore,urban,Drinking water,2021,100,504750,Basic service
SGP,Singapore,total,Hygiene,2021,0,0,Insufficient data
SGP,Singapore,pre_primary,Hygiene,2021,100,111113,Insufficient data
SGP,Singapore,primary,Hygiene,2021,0,0,Insufficient data
SGP,Singapore,rural,Hygiene,2021,100,0,Insufficient data
SGP,Singapore,secondary,Hygiene,2021,0,0,Insufficient data
SGP,Singapore,urban,Hygiene,2021,0,0,Insufficient data
SGP,Singapore,total,Sanitation,2021,0,0,Insufficient data
SGP,Singapore,pre_primary,Sanitation,2021,100,111113,Insufficient data
SGP,Singapore,primary,Sanitation,2021,0,0,Insufficient data
SGP,Singapore,rural,Sanitation,2021,100,0,Insufficient data
SGP,Singapore,secondary,Sanitation,2021,0,0,Insufficient data
SGP,Singapore,urban,Sanitation,2021,0,0,Insufficient data
SGP,Singapore,total,Drinking water,2021,0,0,Insufficient data
SGP,Singapore,pre_primary,Drinking water,2021,100,111113,Insufficient data
SGP,Singapore,primary,Drinking water,2021,0,0,Insufficient data
